bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_basement,house_age,is_renovated,years_since_renovation,city_target_enc
3.0,1.75,1960,6380,1.0,0,0,4,980,75,1,25,576183.7791741472
4.0,2.5,2770,63118,2.0,0,0,3,0,17,0,17,551283.9375
4.0,1.75,2440,7350,1.0,0,0,3,830,36,0,36,298517.84
2.0,1.0,1320,8380,1.0,0,0,3,0,61,0,61,576183.7791741472
4.0,2.5,2570,4865,2.0,0,0,3,0,9,0,9,341878.1945205479
2.0,1.0,940,5040,1.0,0,0,3,0,88,1,11,573185.0026954178
2.0,1.0,700,4800,1.0,0,0,3,0,92,1,6,576183.7791741472
3.0,2.0,1400,45738,2.0,0,0,4,0,33,0,33,488882.5
4.0,2.5,1890,7867,2.0,0,0,3,0,18,0,18,339211.3264705882
2.0,1.0,720,11400,1.0,0,0,5,0,63,0,63,402504.4879518072
3.0,1.75,2410,8944,1.0,0,0,4,550,47,0,47,376968.54547619045
3.0,2.5,1630,7950,1.0,0,0,3,310,29,0,29,302187.765625
5.0,1.75,2330,14322,1.0,0,0,4,1150,46,0,46,379453.5624401914
2.0,2.25,1330,10838,2.0,0,0,3,0,29,0,29,451624.14634146343
4.0,2.25,3190,11597,2.0,0,0,3,890,30,0,30,701918.4194214876
3.0,1.75,1400,6300,1.0,0,0,3,0,16,1,8,312833.3333333333
3.0,1.0,970,9583,1.0,0,0,4,0,47,0,47,291133.71153846156
3.0,1.75,1010,9600,1.0,0,0,5,0,45,0,45,331482.7586206897
3.0,2.5,3580,54450,1.5,0,0,3,0,24,1,5,345402.7394736842
2.0,1.0,1050,2570,1.0,0,0,5,200,87,0,87,570223.1185050136
5.0,2.5,2500,7200,1.0,0,0,4,1010,37,0,37,664018.5575757576
3.0,3.0,2630,4896,2.0,0,0,3,0,8,0,8,667110.3374233128
4.0,4.5,6640,53330,2.0,0,0,3,0,21,0,21,602057.1753246753
3.0,1.0,910,8789,1.0,0,0,3,0,48,1,51,574543.2427470535
3.0,2.5,2610,35000,2.0,0,0,3,0,26,1,14,612917.84375
3.0,2.5,1720,6194,2.0,0,0,3,0,16,1,8,297123.8925619835
5.0,2.75,3650,13297,2.0,0,0,5,900,45,0,45,1157220.9705882352
3.0,1.75,2040,22693,1.0,0,0,4,0,34,0,34,298517.84
5.0,2.5,3260,24300,1.5,0,1,4,950,64,1,31,461754.1666666667
3.0,1.5,1590,8911,1.0,0,0,3,0,58,1,13,445182.39130434784
4.0,1.0,1440,7100,1.5,0,0,3,0,108,1,0,583475.1987418453
2.0,1.0,900,3400,1.0,0,0,5,0,109,0,109,570223.1185050136
6.0,4.0,3120,4240,2.0,0,2,4,1030,21,0,21,574543.2427470535
3.0,2.5,1060,1536,2.0,0,0,3,0,14,0,14,583475.1987418453
4.0,2.5,3000,9793,2.0,0,0,3,0,12,0,12,341878.1945205479
3.0,2.5,2230,5348,2.0,0,0,3,0,14,0,14,573991.6862745098
5.0,1.75,1890,5000,1.5,0,0,3,800,108,1,0,574543.2427470535
4.0,3.5,4150,16197,2.0,0,0,3,0,8,0,8,294280.725
3.0,1.75,1780,10409,1.0,0,0,3,500,33,1,1,371872.2878787879
4.0,2.5,2710,6583,2.0,0,0,3,0,11,0,11,377807.7863636364
4.0,4.25,4390,13833,2.0,0,3,3,1070,11,0,11,609064.7603305785
2.0,1.5,1640,4080,1.5,0,0,5,100,98,0,98,570223.1185050136
3.0,2.25,1670,4800,1.5,0,3,3,0,111,1,9,574543.2427470535
3.0,2.5,2570,10431,2.0,0,0,3,0,25,0,25,302187.765625
2.0,1.0,1500,3420,1.0,0,0,3,0,112,0,112,574543.2427470535
3.0,1.0,2710,19000,2.0,0,3,4,0,64,1,31,378731.27777777775
4.0,1.75,2860,48351,1.0,0,0,3,1150,36,0,36,602057.1753246753
2.0,0.75,840,40642,1.0,1,4,4,0,77,0,77,488882.5
4.0,2.5,2990,8913,2.0,0,0,4,0,23,0,23,370580.66352040815
5.0,1.0,1170,6757,1.0,0,0,4,370,70,0,70,583475.1987418453
3.0,1.5,1200,6240,1.0,0,0,3,170,62,1,6,576183.7791741472
2.0,1.0,1020,8100,1.0,0,0,3,0,74,1,18,570223.1185050136
2.0,1.0,910,8155,1.0,0,0,4,0,66,0,66,402504.4879518072
1.0,1.0,700,2500,1.0,0,0,4,0,107,0,107,583475.1987418453
4.0,1.75,2420,37800,1.0,0,0,4,540,33,0,33,664524.1592356688
3.0,1.75,1950,8712,1.0,0,0,3,0,54,1,2,379453.5624401914
4.0,2.5,3060,6000,2.0,0,0,3,0,2,1,102,339556.4805970149
4.0,1.0,1390,18000,1.0,0,0,3,0,59,1,1,298517.84
2.0,1.5,1200,1687,3.0,0,0,3,0,6,0,6,574543.2427470535
3.0,2.5,2440,4153,2.0,0,0,3,0,11,0,11,664524.1592356688
3.0,3.25,2310,3075,2.0,0,0,3,580,9,0,9,573185.0026954178
3.0,2.75,2600,64626,1.5,0,0,3,0,5,0,5,551871.586715821
3.0,2.25,1490,1212,2.0,0,0,3,450,3,0,3,573185.0026954178
3.0,2.5,2432,9391,2.0,0,2,3,0,9,0,9,290510.51923076925
4.0,2.75,3610,8580,2.0,0,0,3,0,0,0,0,661873.9341085271
4.0,3.0,2530,10000,2.0,0,0,3,0,1,1,91,359824.2021276596
4.0,2.75,2790,5527,2.0,0,0,3,0,0,0,0,406146.40625
3.0,3.0,1670,4440,1.0,0,0,3,0,0,0,0,312833.3333333333
1.0,1.5,1170,1456,2.0,0,0,3,100,7,0,7,570223.1185050136
4.0,2.0,1350,942,3.0,0,0,3,0,6,0,6,589927.1679389313
2.0,1.75,1110,1773,2.0,0,0,3,0,0,0,0,574543.2427470535
1.0,1.25,1100,638,3.0,0,0,3,0,0,0,0,574543.2427470535
3.0,4.25,2820,7200,2.0,0,0,4,360,84,0,84,576183.7791741472
3.0,1.0,1040,8128,1.0,0,0,3,0,31,1,5,420666.78571428574
2.0,1.75,1910,3376,2.0,0,0,3,0,34,0,34,345402.7394736842
4.0,1.0,1370,8499,1.0,0,0,3,0,65,1,16,402504.4879518072
3.0,1.5,1500,5000,1.5,0,0,4,360,87,0,87,574543.2427470535
3.0,1.0,1200,9087,1.0,0,0,5,0,45,0,45,674250.625
2.0,1.0,1050,2542,1.0,0,0,3,170,110,0,110,576183.7791741472
5.0,2.5,2670,16777,1.5,0,0,4,1050,94,0,94,576183.7791741472
4.0,2.5,2190,11500,1.0,0,0,4,760,42,0,42,859215.5687192117
4.0,2.5,3130,40918,2.0,0,0,3,0,20,0,20,405031.2631578947
3.0,2.5,1700,9100,1.0,0,0,3,540,16,1,8,570223.1185050136
3.0,1.75,1700,17355,1.0,0,0,3,500,36,0,36,351942.0882352941
3.0,3.5,1360,1275,2.0,0,0,3,120,7,0,7,583475.1987418453
3.0,2.0,1610,15005,1.0,0,0,4,0,28,0,28,560478.0714285715
5.0,2.75,2130,6222,1.0,0,0,3,830,23,0,23,573185.0026954178
3.0,1.0,1800,7650,1.0,0,0,5,0,57,0,57,371872.2878787879
4.0,2.75,2950,15540,1.0,0,0,4,830,40,0,40,297151.21774193546
3.0,2.25,2120,54014,2.0,0,0,4,0,50,0,50,859215.5687192117
4.0,2.5,3500,7048,2.0,0,0,3,0,9,0,9,667110.3374233128
3.0,2.0,1440,9220,1.0,0,0,3,0,49,1,21,335615.4146341463
4.0,2.0,2120,3360,2.0,0,0,3,0,109,1,4,570223.1185050136
2.0,2.5,1780,2067,2.0,0,0,5,0,40,0,40,854623.3027093596
2.0,1.0,960,8153,1.0,0,0,3,0,67,1,2,423979.98295454547
2.0,1.75,1510,4980,1.0,0,0,3,0,8,0,8,664018.5575757576
1.0,1.5,1010,5750,1.0,0,0,3,0,103,1,66,583475.1987418453
3.0,3.0,3790,5001,2.0,0,0,3,980,25,0,25,573185.0026954178
3.0,1.75,3600,8666,2.0,0,0,4,1200,66,0,66,661873.9341085271
3.0,1.75,1300,7030,1.0,0,0,3,0,46,1,17,661873.9341085271
4.0,2.25,2500,4046,1.5,0,0,4,980,74,1,13,570223.1185050136
3.0,2.25,2090,10733,1.0,0,0,3,650,56,1,10,573185.0026954178
3.0,1.75,2200,14630,1.5,0,1,3,0,66,1,11,859295.1570351758
3.0,2.25,2070,15002,1.5,0,0,3,0,59,1,1,472577.77777777775
3.0,1.0,1320,7341,1.0,0,0,3,0,32,0,32,402504.4879518072
4.0,2.0,1360,60548,1.0,0,0,3,400,54,1,2,294280.725
2.0,1.0,930,7623,1.0,0,0,2,0,72,0,72,364278.9903846154
3.0,2.5,1760,8584,1.5,0,0,5,0,77,0,77,359824.2021276596
3.0,1.75,1410,8100,2.0,0,0,3,0,29,0,29,341878.1945205479
4.0,2.5,2570,7859,2.0,0,0,3,0,22,0,22,339556.4805970149
3.0,2.75,1300,14197,1.0,0,0,3,440,18,0,18,301453.96774193546
3.0,1.0,1580,6300,1.0,0,0,3,400,89,1,12,570223.1185050136
4.0,2.5,2960,6031,2.0,0,0,3,0,9,0,9,351942.0882352941
4.0,3.0,2330,3497,2.0,0,0,3,410,11,0,11,576183.7791741472
4.0,2.25,2070,39446,1.0,0,0,3,600,37,1,10,473692.0
2.0,1.0,970,5750,1.0,0,0,4,0,82,1,56,574543.2427470535
3.0,2.25,2310,7200,2.0,0,0,3,0,24,1,5,306368.0406504065
4.0,2.5,2290,11173,2.0,0,0,4,0,26,0,26,376968.54547619045
3.0,2.25,1720,9600,1.0,0,0,4,500,47,0,47,667110.3374233128
2.0,1.5,1190,3400,1.0,0,0,3,200,95,1,13,583475.1987418453
2.0,1.0,870,5750,1.0,0,0,4,0,67,1,26,570223.1185050136
2.0,1.5,1068,1758,2.0,0,0,3,0,24,1,5,453958.47826086957
4.0,2.75,2140,10316,2.0,0,0,3,0,21,0,21,294280.725
4.0,2.5,3300,165528,2.0,0,0,3,0,30,0,30,610245.4411764706
5.0,4.25,4830,8050,2.5,0,2,4,1120,100,1,69,576183.7791741472
5.0,3.25,2820,6589,1.5,0,0,3,500,108,1,0,583475.1987418453
4.0,3.0,2440,9664,2.0,0,0,3,550,33,1,1,453958.47826086957
4.0,1.5,1800,3245,1.5,0,0,4,0,85,0,85,570223.1185050136
3.0,1.0,1010,8800,1.0,0,0,4,0,60,1,35,573185.0026954178
4.0,2.75,3220,4392,1.5,0,0,4,900,83,0,83,573185.0026954178
5.0,3.5,5000,26540,2.0,0,3,3,1590,6,0,6,1204170.349206349
2.0,1.0,1200,24792,2.0,0,0,2,0,38,0,38,659713.198757764
3.0,2.25,1470,4322,2.0,0,0,3,0,29,0,29,611821.4210526316
3.0,2.5,2600,4506,2.0,0,0,3,0,11,0,11,447643.1818181818
4.0,1.5,2750,128502,1.0,0,0,2,1250,56,0,56,371872.2878787879
2.0,1.0,1320,9967,1.0,0,0,3,380,95,1,13,583475.1987418453
3.0,2.5,3350,4007,2.0,0,0,3,800,9,0,9,654481.2884615385
3.0,2.5,2650,2387,2.0,0,0,3,820,94,1,35,573185.0026954178
2.0,2.0,1860,10856,1.0,0,0,3,600,62,1,6,576183.7791741472
3.0,1.0,960,8855,1.0,0,0,4,0,56,1,42,428665.7159090909
4.0,1.75,2010,6300,1.0,0,2,5,400,77,0,77,570223.1185050136
2.0,1.0,900,28800,1.0,0,0,1,0,86,0,86,565703.2
4.0,2.5,2340,11784,2.0,0,0,3,0,17,0,17,297151.21774193546
4.0,3.0,3720,15048,3.0,0,0,3,0,35,1,0,370580.66352040815
3.0,2.0,1890,29185,1.0,0,0,3,420,65,1,1,859295.1570351758
4.0,2.5,2680,12215,1.0,1,4,3,1090,58,1,13,480427.5
3.0,2.5,1460,1613,2.0,0,0,3,280,7,0,7,574543.2427470535
3.0,2.5,3180,7904,1.0,0,0,3,1370,8,0,8,377807.7863636364
4.0,2.25,1980,15086,2.0,0,0,3,0,33,1,1,692567.8918918918
2.0,2.0,1090,934,3.0,0,0,3,0,6,0,6,583475.1987418453
4.0,2.5,2230,5970,2.0,0,0,4,0,12,0,12,306341.6666666667
4.0,2.75,3330,9143,2.0,0,0,4,0,19,0,19,675464.6038732395
4.0,2.0,1880,3840,1.0,0,0,3,910,110,0,110,573185.0026954178
5.0,3.0,2870,5700,1.0,0,0,3,920,50,1,14,570223.1185050136
4.0,1.75,2120,9786,1.0,0,0,3,480,47,1,3,433780.94444444444
4.0,2.5,2700,6998,2.0,0,0,3,0,13,0,13,248463.04347826086
4.0,2.5,3670,7680,2.5,0,0,3,0,7,0,7,611394.2276422764
3.0,2.5,1220,1330,2.0,0,0,3,210,6,0,6,570223.1185050136
5.0,3.25,4390,11250,2.0,0,0,3,0,7,0,7,1223622.0
4.0,2.5,3560,5265,3.0,0,0,3,0,0,0,0,662070.8855421686
4.0,3.25,3530,8589,2.0,0,0,3,0,7,0,7,655071.1991869919
4.0,2.5,2280,5000,2.0,0,0,3,0,8,0,8,351942.0882352941
4.0,3.75,4350,7965,2.0,0,0,3,0,1,1,91,854623.3027093596
3.0,3.5,3830,221284,2.0,0,0,3,300,21,0,21,602057.1753246753
3.0,2.0,2050,13303,1.0,0,0,3,0,21,0,21,298547.1904761905
3.0,2.5,3660,39478,2.0,0,2,4,400,25,0,25,325113.63636363635
4.0,2.5,3350,46748,2.0,0,0,3,0,10,1,11,387666.6666666667
3.0,2.0,1270,3600,1.0,0,0,3,0,51,1,6,574543.2427470535
4.0,3.5,3400,3850,2.5,0,0,3,610,6,0,6,573185.0026954178
3.0,1.0,1200,8514,1.0,0,0,3,0,55,1,25,327370.0
3.0,2.5,2200,11000,2.0,0,2,3,0,36,0,36,859215.5687192117
3.0,2.5,1680,11312,1.0,0,0,3,600,55,1,25,574543.2427470535
5.0,3.5,3840,8279,2.0,0,0,3,0,13,0,13,712166.302173913
2.0,1.0,950,4500,1.0,0,2,3,100,88,1,11,583475.1987418453
4.0,2.5,2280,42077,2.0,0,0,3,0,20,0,20,301453.96774193546
4.0,2.5,1970,6600,2.0,0,0,3,0,27,1,14,302187.765625
3.0,1.5,1620,9310,1.0,0,0,4,0,47,0,47,331482.7586206897
4.0,2.5,2600,7200,2.0,0,0,3,0,52,1,12,583475.1987418453
2.0,1.0,1250,3825,1.0,0,0,3,400,85,0,85,570223.1185050136
4.0,1.75,2130,5080,1.5,0,0,3,0,100,1,21,574543.2427470535
4.0,1.75,2550,8976,1.0,0,0,5,1250,36,0,36,306368.0406504065
3.0,1.0,1150,6000,1.5,0,0,3,0,87,1,3,421049.06666666665
3.0,1.75,1040,9000,1.0,0,0,4,0,47,0,47,611394.2276422764
4.0,2.5,3340,10422,2.0,0,0,3,0,18,0,18,655071.1991869919
6.0,2.75,2630,9420,2.0,0,0,5,120,114,0,114,576183.7791741472
3.0,2.25,1640,3896,2.0,0,0,3,0,20,0,20,589927.1679389313
2.0,1.0,770,7906,1.0,0,0,4,0,66,0,66,433780.94444444444
4.0,3.25,4350,112750,1.0,0,0,3,2150,8,0,8,611394.2276422764
4.0,1.75,1700,5846,1.0,0,0,3,0,57,1,14,570223.1185050136
3.0,1.75,2050,9580,1.0,0,0,3,650,30,0,30,692567.8918918918
3.0,2.25,1660,5128,2.0,0,0,3,0,13,0,13,420648.1666666667
3.0,1.75,1990,9594,1.0,0,0,3,800,37,1,10,664018.5575757576
5.0,5.5,7050,42840,1.0,0,2,4,2730,36,1,14,1379400.0
3.0,2.0,1770,7000,1.0,0,0,3,0,28,0,28,306983.0317460318
3.0,2.25,2440,47916,2.0,0,0,3,350,23,0,23,667110.3374233128
3.0,2.5,2620,51354,2.0,0,0,3,0,16,1,8,610245.4411764706
4.0,2.5,2440,11005,2.0,0,0,3,0,20,0,20,673746.1363636364
2.0,1.0,1080,7775,1.0,0,0,3,0,59,1,9,576183.7791741472
3.0,1.0,1090,10710,1.0,0,0,4,0,52,0,52,377807.7863636364
3.0,1.75,1400,13775,1.0,0,0,3,0,51,1,6,445182.39130434784
3.0,2.5,2010,7200,2.0,0,0,3,0,20,0,20,466376.511627907
3.0,1.0,1640,12855,1.5,0,0,5,140,94,0,94,859295.1570351758
5.0,2.5,3290,5029,2.0,0,0,3,0,10,1,11,712166.302173913
2.0,2.5,2510,14878,2.0,0,0,3,0,24,1,5,469170.3125
2.0,1.0,860,6050,1.0,0,0,3,0,62,1,6,574543.2427470535
4.0,2.5,2840,12866,1.0,0,0,4,1060,37,0,37,847974.924611399
3.0,1.75,1750,7020,2.0,0,0,3,0,80,1,36,411700.0
3.0,1.5,1300,19163,1.0,0,0,3,0,50,1,14,659713.198757764
3.0,2.75,3890,7216,2.0,0,1,3,630,47,1,4,570223.1185050136
3.0,2.25,1460,941,3.0,0,0,3,0,8,0,8,583475.1987418453
4.0,1.0,1410,3376,1.5,0,0,5,0,103,1,30,576183.7791741472
4.0,2.75,3770,10900,2.0,0,2,5,700,90,1,58,574543.2427470535
3.0,2.0,1190,4072,1.5,0,0,5,0,107,0,107,576183.7791741472
3.0,2.0,1410,6413,1.0,0,0,4,500,67,1,26,574543.2427470535
3.0,2.0,2500,4080,1.5,0,0,5,820,92,1,58,570223.1185050136
2.0,1.0,800,2280,1.0,0,0,5,0,68,0,68,576183.7791741472
3.0,2.5,2530,13446,2.0,0,0,3,0,21,0,21,420648.1666666667
3.0,2.0,2570,28500,1.0,0,0,3,600,31,1,5,662070.8855421686
3.0,2.75,2090,9620,1.0,0,0,3,750,27,1,14,291133.71153846156
5.0,2.25,2980,7781,1.0,0,0,3,1400,54,1,2,573185.0026954178
3.0,1.75,1170,8239,1.0,0,0,3,0,33,1,1,271876.92307692306
3.0,3.5,2080,5100,2.0,0,0,3,0,10,1,11,339556.4805970149
5.0,3.25,3350,4000,2.0,0,0,4,840,17,0,17,574543.2427470535
2.0,2.5,1050,1029,2.0,0,0,3,100,7,0,7,576183.7791741472
2.0,1.0,900,13531,1.0,0,0,3,0,35,1,0,219133.33333333334
2.0,1.0,1050,5000,1.0,0,0,5,0,107,0,107,576183.7791741472
5.0,2.25,3740,32481,1.5,0,0,3,1500,56,1,10,311057.8333333333
4.0,1.75,1430,4096,2.0,0,0,3,0,114,1,9,573185.0026954178
3.0,1.75,1400,9546,1.0,0,0,4,0,30,0,30,291133.71153846156
3.0,2.25,1600,45613,2.0,0,0,4,0,31,0,31,602057.1753246753
3.0,2.25,2880,9750,2.0,0,0,3,0,25,0,25,859215.5687192117
3.0,3.25,3140,5445,2.0,0,3,4,900,101,0,101,570223.1185050136
2.0,1.0,820,4320,1.0,0,0,3,0,77,1,15,574543.2427470535
5.0,5.5,5190,12637,2.0,0,2,3,0,13,0,13,547301.5576923077
4.0,2.5,2180,10140,1.0,0,0,4,1000,46,0,46,664524.1592356688
2.0,1.0,910,2002,1.5,0,0,3,0,114,1,9,573185.0026954178
4.0,1.0,1580,8475,1.5,0,2,4,0,86,0,86,574543.2427470535
4.0,3.0,2130,6325,1.0,0,0,5,690,66,1,29,583475.1987418453
4.0,2.5,4570,16015,2.0,0,2,3,0,24,1,5,701918.4194214876
3.0,2.0,1240,11172,1.0,0,0,3,240,30,0,30,712166.302173913
3.0,1.75,1860,6000,2.0,0,2,4,0,55,0,55,574543.2427470535
1.0,0.75,370,1801,1.0,0,0,5,0,91,0,91,570223.1185050136
5.0,3.25,3130,12087,2.0,0,0,3,950,39,0,39,602238.7424242424
3.0,1.75,2530,35150,1.0,0,0,4,730,37,0,37,301453.96774193546
4.0,4.75,3970,9778,2.0,0,2,4,580,86,0,86,583475.1987418453
3.0,2.25,1920,9680,1.0,0,0,4,620,53,1,13,297151.21774193546
4.0,2.75,2970,12750,1.5,0,1,4,840,96,1,28,859215.5687192117
4.0,2.5,2300,6087,2.0,0,0,3,0,13,0,13,379453.5624401914
4.0,2.5,1830,9601,2.0,0,0,3,0,11,0,11,341878.1945205479
4.0,1.5,1550,5053,1.0,0,0,4,370,51,0,51,574543.2427470535
4.0,3.5,4080,10666,2.0,0,0,3,0,9,0,9,664524.1592356688
3.0,2.25,1710,21485,2.0,0,0,3,0,25,0,25,701918.4194214876
3.0,2.5,2375,4094,2.0,0,0,3,0,12,0,12,667110.3374233128
4.0,2.75,2200,9778,1.0,0,0,4,1100,52,0,52,859295.1570351758
3.0,2.25,3530,17450,1.0,1,3,3,1690,84,1,21,1182030.1090909091
3.0,1.75,1110,9012,1.0,0,0,4,0,48,0,48,659713.198757764
4.0,1.0,1630,2566,1.5,0,0,3,0,93,1,14,570223.1185050136
4.0,1.5,2550,5055,2.0,0,0,4,0,104,0,104,573185.0026954178
4.0,2.25,2500,8866,2.0,0,0,4,0,27,0,27,859295.1570351758
4.0,3.0,2890,6885,1.0,0,0,3,1300,69,1,1,574543.2427470535
4.0,1.75,1420,5000,1.5,0,0,4,0,69,0,69,576183.7791741472
4.0,3.5,4270,5800,2.0,0,3,5,1100,77,0,77,570223.1185050136
3.0,2.5,2390,1984,2.0,0,0,3,170,6,0,6,611394.2276422764
4.0,2.5,2530,5048,2.0,0,0,3,0,0,0,0,339211.3264705882
4.0,2.5,2701,4500,2.0,0,0,3,0,0,0,0,297123.8925619835
4.0,2.75,3990,6637,2.0,0,0,3,0,11,0,11,659713.198757764
4.0,2.5,2303,3826,2.0,0,0,3,0,8,0,8,308362.248
2.0,2.25,1540,965,3.0,0,0,3,0,7,0,7,574543.2427470535
3.0,2.5,1450,1053,2.0,0,0,3,510,6,0,6,576183.7791741472
2.0,2.5,1160,1458,2.0,0,0,3,120,2,1,102,573185.0026954178
4.0,2.75,2910,6334,2.0,0,0,3,0,1,1,91,421049.06666666665
4.0,3.5,3770,8501,2.0,0,0,3,0,6,0,6,665473.701171875
5.0,2.25,2900,10300,1.0,0,0,3,1450,29,0,29,847974.924611399
3.0,1.75,1540,3000,1.0,0,2,3,770,94,1,35,570223.1185050136
2.0,1.0,700,3000,1.0,0,0,4,0,96,1,40,570223.1185050136
3.0,2.5,3280,10302,1.0,0,0,3,1600,44,1,0,576183.7791741472
4.0,2.0,2430,8960,1.0,0,0,3,1000,54,1,2,570223.1185050136
3.0,2.5,1900,7984,2.0,0,0,3,0,21,0,21,489242.0238095238
3.0,2.0,1660,15050,1.0,0,0,3,400,31,1,5,661873.9341085271
4.0,2.0,1620,7992,2.0,0,0,4,0,39,0,39,297151.21774193546
4.0,2.0,2090,10800,1.0,0,0,4,0,63,1,15,1223622.0
3.0,2.0,1110,7231,1.0,0,0,4,0,23,0,23,306368.0406504065
5.0,3.25,3760,9792,2.0,0,0,3,1210,30,0,30,881585.4168316831
3.0,2.25,2080,12134,1.0,0,0,4,550,41,0,41,664018.5575757576
4.0,2.25,1950,5950,1.0,0,0,3,620,67,1,2,576183.7791741472
5.0,2.25,2570,13054,1.0,0,1,3,1100,64,1,22,480427.5
3.0,1.75,2330,12141,1.0,0,0,3,940,31,1,5,602057.1753246753
3.0,3.0,3700,10375,2.0,0,0,3,0,32,0,32,246844.69565217392
3.0,2.25,1920,7738,1.0,0,0,3,400,49,1,21,372098.1818181818
3.0,2.25,1900,3960,1.5,0,0,3,700,109,1,4,573185.0026954178
4.0,1.75,1440,13296,1.0,0,0,4,0,47,0,47,854623.3027093596
4.0,2.25,2940,48788,1.0,0,0,5,1420,53,0,53,451624.14634146343
4.0,3.5,2500,3080,2.0,0,0,3,690,6,0,6,662070.8855421686
3.0,2.5,2490,23891,2.0,0,0,3,0,21,0,21,664018.5575757576
3.0,2.0,1470,10052,1.0,0,0,4,0,58,0,58,573185.0026954178
4.0,2.5,2120,4558,2.0,0,0,3,0,12,0,12,339556.4805970149
3.0,1.75,1200,24805,1.0,0,0,3,0,30,0,30,298517.84
5.0,2.5,2450,6994,2.0,0,0,3,0,12,0,12,301453.96774193546
4.0,2.5,1780,6000,2.0,0,0,3,0,23,0,23,335615.4146341463
5.0,1.0,1590,6700,1.5,0,0,3,500,72,1,15,583475.1987418453
4.0,2.0,2370,76665,2.0,0,0,4,0,36,1,14,294280.725
3.0,1.5,1760,4000,2.0,0,0,3,0,92,1,6,573185.0026954178
4.0,3.0,1940,8170,1.0,0,0,4,0,66,0,66,433780.94444444444
4.0,3.0,3550,12327,1.5,0,0,4,1370,24,0,24,478132.68518518517
4.0,2.5,2050,5787,2.0,0,0,3,0,12,0,12,311057.8333333333
4.0,2.25,1680,3179,2.0,0,0,3,0,12,0,12,294280.725
3.0,2.25,1320,1800,2.0,0,0,3,0,20,0,20,574543.2427470535
3.0,2.25,1550,5511,2.0,0,0,3,0,27,1,14,665473.701171875
3.0,1.75,2680,8625,1.0,0,0,5,1090,40,0,40,602238.7424242424
3.0,2.5,2390,34041,1.0,0,0,3,550,30,0,30,302187.765625
4.0,2.5,2040,7260,2.0,0,0,4,0,51,0,51,402504.4879518072
3.0,3.75,2670,6517,2.5,0,4,4,650,37,0,37,573185.0026954178
4.0,1.75,1880,3720,1.5,0,0,4,0,90,0,90,570223.1185050136
4.0,1.75,2400,7700,1.5,0,0,4,900,87,0,87,576183.7791741472
3.0,1.75,2270,11472,1.0,0,0,4,900,58,0,58,570223.1185050136
4.0,2.5,1850,5444,2.0,0,0,5,0,33,0,33,675464.6038732395
4.0,2.75,2160,5005,1.0,0,0,3,730,27,1,14,576183.7791741472
2.0,1.0,2160,12960,1.0,0,0,3,800,46,1,17,352033.1
2.0,1.5,1570,3600,1.5,0,2,4,250,108,1,24,574543.2427470535
3.0,2.0,1340,7200,1.5,0,0,4,0,91,0,91,574543.2427470535
4.0,2.5,3002,6042,2.0,0,0,3,0,10,1,11,306368.0406504065
5.0,2.0,2190,9072,1.0,0,0,5,1080,49,0,49,664018.5575757576
4.0,1.75,2610,21600,1.0,0,0,4,0,48,0,48,1621900.0
2.0,1.0,1010,11919,1.0,0,0,3,0,67,1,2,428665.7159090909
4.0,2.5,2105,6093,2.0,0,0,3,0,11,0,11,306368.0406504065
4.0,2.25,2430,4748,1.5,0,0,3,800,86,1,60,576183.7791741472
4.0,3.25,4040,18916,1.0,0,0,4,0,60,1,35,2024100.0
5.0,2.5,2160,7737,2.0,0,0,3,0,16,1,8,561804.3541666666
2.0,1.0,900,9260,1.0,0,0,3,0,68,0,68,573185.0026954178
3.0,3.0,1820,1641,3.0,0,0,3,280,8,0,8,583475.1987418453
4.0,2.0,2100,13468,1.0,0,0,5,1050,52,0,52,570223.1185050136
3.0,2.25,1520,7199,2.0,0,0,4,0,22,0,22,351942.0882352941
2.0,1.0,1310,7128,1.0,0,0,4,370,34,0,34,301453.96774193546
4.0,2.5,2190,9880,1.0,0,0,4,780,35,0,35,654481.2884615385
5.0,2.5,2950,5500,1.5,0,0,5,1230,96,0,96,570223.1185050136
5.0,1.0,1870,7800,1.0,0,0,3,290,52,1,11,576183.7791741472
3.0,3.5,4660,5500,2.0,0,4,5,1620,105,1,26,583475.1987418453
3.0,2.5,1840,9900,1.0,0,0,3,0,36,0,36,847974.924611399
2.0,2.5,3180,9400,2.0,0,4,5,570,29,0,29,881585.4168316831
2.0,1.0,1500,4000,1.0,0,0,3,400,81,0,81,573185.0026954178
3.0,1.75,1730,7416,1.5,0,0,3,0,60,1,9,420507.6153846154
3.0,1.0,1580,7424,1.0,0,0,3,570,52,1,11,370580.66352040815
4.0,2.5,1540,1870,2.0,0,0,3,0,0,0,0,611394.2276422764
4.0,3.5,3390,3979,2.0,0,0,3,780,0,0,0,574543.2427470535
2.0,1.5,830,1858,2.0,0,0,3,0,9,0,9,574543.2427470535
4.0,2.75,2620,6178,2.0,0,0,3,0,1,1,91,405031.2631578947
3.0,2.5,2242,4500,2.0,0,0,3,0,0,0,0,308362.248
4.0,2.5,2890,7798,2.0,0,0,3,0,9,0,9,859215.5687192117
3.0,2.25,1450,4050,2.0,0,0,3,0,4,0,4,339211.3264705882
2.0,1.5,800,2119,2.0,0,0,3,0,6,0,6,574543.2427470535
